4,145
4,260
4,97
4,316
4,47
4,146
4,289
4,248
4,250
4,214
4,77
4,280
4,306
4,25
4,213
4,50
4,300
4,205
4,137
4,251
4,87
4,276
4,117
4,334
4,6
4,295
4,210
4,19
4,309
4,259
4,244
4,281
4,21
4,121
4,233
4,244
4,88
4,17
4,255
4,298
3,271
3,293
3,12
3,166
4,96
4,131
4,58
4,133
4,78
4,196
4,8
4,309
4,270
4,185
4,20
4,139
4,40
4,144
4,301
4,290
4,207
4,81
4,321
4,29
4,104
4,46
4,203
4,31
4,101
4,19
4,39
4,76
4,313
4,228
4,242
4,181
4,64
4,308
4,218
4,162
4,13
4,332
4,93
4,210
3,324
3,109
3,3
3,118
4,327
4,300
4,110
4,152
4,267
4,102
4,217
4,54
4,140
4,72
4,313
4,79
4,314
4,297
4,256
4,289
4,106
4,200
4,55
4,212
4,164
4,285
4,142
4,245
4,2
4,312
4,31
4,143
4,227
4,47
4,179
4,62
4,265
4,335
4,220
4,168
4,251
4,305
4,310
4,315
3,82
3,65
3,94
3,106
4,155
4,44
4,80
4,55
4,187
4,165
4,35
4,89
4,59
4,331
4,215
4,61
4,153
4,303
4,174
4,73
4,41
4,35
4,169
4,262
4,194
4,119
4,273
4,247
4,138
4,63
4,1
4,111
4,151
4,171
4,246
4,334
4,115
4,186
4,319
4,125
4,183
4,249
4,27
4,292
3,232
3,261
3,129
3,198
4,139
4,62
4,37
4,85
4,328
4,228
4,195
4,238
4,216
4,191
4,32
4,100
4,262
4,132
4,150
4,83
4,268
4,189
4,214
4,118
4,156
4,45
4,336
4,36
4,249
4,115
4,53
4,229
4,286
4,16
4,278
4,147
4,98
4,237
4,93
4,180
4,259
4,53
4,294
4,127
3,98
3,333
3,40
3,304
4,226
4,225
4,107
4,187
4,133
4,296
4,78
4,167
4,201
4,239
4,5
4,190
4,57
4,140
4,99
4,160
4,15
4,44
4,235
4,329
4,182
4,224
4,270
4,74
4,163
4,122
4,170
4,258
4,105
4,68
4,246
4,123
4,171
4,168
4,326
4,65
4,257
4,9
4,264
4,197
3,237
3,316
3,116
3,184
4,217
4,60
4,292
4,18
4,222
4,116
4,27
4,103
4,322
4,33
4,221
4,95
4,69
4,126
4,136
4,232
4,279
4,15
4,319
4,275
4,161
4,151
4,166
4,23
4,325
4,4
4,330
4,75
4,70
4,317
4,172
4,148
4,149
4,92
4,10
4,138
4,288
4,250
4,49
4,49
3,282
3,320
3,205
3,186
4,14
4,271
4,238
4,175
4,322
4,67
4,28
4,177
4,45
4,7
4,21
4,297
4,310
4,320
4,311
4,77
4,282
4,22
4,13
4,193
4,74
4,54
4,198
4,295
4,24
4,113
4,107
4,84
4,135
4,182
4,230
4,263
4,36
4,272
4,89
4,290
4,222
4,318
4,72
4,219
3,243
3,188
3,195
3,335
4,56
4,120
4,226
4,127
4,287
4,326
4,157
4,283
4,90
4,42
4,108
4,284
4,71
4,278
4,172
4,299
4,307
4,86
4,215
4,159
4,194
4,273
4,191
4,333
4,267
4,178
4,234
4,325
4,122
4,202
4,51
4,52
4,46
4,241
4,128
4,277
4,199
4,111
4,216
4,176
3,141
3,308
3,160
3,43
4,39
4,131
4,170
4,302
4,3
4,236
4,184
4,240
4,203
4,211
4,112
4,38
4,163
4,223
4,117
4,185
4,59
4,208
4,90
4,288
4,253
4,323
4,18
4,219
4,256
4,294
4,130
4,199
4,192
4,114
4,142
4,206
4,11
4,252
4,269
4,132
4,48
4,124
4,177
4,291
3,126
3,306
3,314
3,57
2,71
2,158
2,129
2,26
4,66
4,173
4,34
4,299
4,266
4,26
4,34
4,324
4,38
4,165
4,48
4,274
4,254
4,260
4,80
4,91
4,204
4,22
4,253
4,154
4,30
4,209
4,97
4,265
4,76
4,2
4,134
4,103
4,152
4,99
4,231
4,95
3,81
3,130
3,233
3,200
