4,235
4,62
4,276
4,255
4,419
4,113
4,210
4,233
4,228
4,64
4,291
4,237
4,76
4,248
4,20
4,380
4,44
4,68
4,157
4,338
4,232
4,30
4,281
4,74
4,72
4,430
4,309
4,114
4,381
4,257
4,249
4,128
4,45
4,58
4,5
4,80
4,66
4,295
4,110
4,421
3,250
3,410
3,371
3,424
4,37
4,168
4,342
4,411
4,311
4,378
4,334
4,189
4,395
4,305
4,351
4,194
4,89
4,129
4,193
4,85
4,240
4,254
4,263
4,373
4,130
4,352
4,1
4,171
4,300
4,90
4,339
4,273
4,321
4,251
4,73
4,35
4,361
4,317
4,176
4,222
4,220
4,125
4,319
4,286
3,347
3,247
3,430
3,54
4,34
4,206
4,196
4,135
4,293
4,267
4,136
4,341
4,112
4,197
4,122
4,377
4,397
4,423
4,172
4,325
4,211
4,156
4,178
4,350
4,158
4,302
4,420
4,123
4,75
4,335
4,99
4,192
4,299
4,284
4,330
4,319
4,212
4,82
4,139
4,313
4,80
4,329
4,81
4,239
3,280
3,354
3,36
3,363
4,413
4,428
4,150
4,146
4,69
4,429
4,78
4,40
4,432
4,153
4,300
4,372
4,426
4,151
4,208
4,136
4,321
4,140
4,310
4,6
4,343
4,96
4,408
4,110
4,264
4,349
4,308
4,116
4,229
4,369
4,322
4,138
4,97
4,115
4,271
4,240
4,29
4,63
4,161
4,282
3,259
3,182
3,20
3,316
4,56
4,214
4,396
4,367
4,236
4,389
4,173
4,135
4,373
4,187
4,288
4,104
4,307
4,170
4,412
4,258
4,9
4,97
4,368
4,245
4,431
4,145
4,256
4,139
4,331
4,399
4,357
4,298
4,266
4,105
4,137
4,418
4,241
4,127
4,348
4,184
4,79
4,102
4,51
4,10
3,301
3,141
3,209
3,92
4,53
4,362
4,169
4,417
4,356
4,148
4,119
4,379
4,422
4,315
4,427
4,243
4,358
4,370
4,402
4,400
4,163
4,424
4,140
4,127
4,384
4,88
4,244
4,261
4,414
4,374
4,107
4,42
4,123
4,12
4,155
4,359
4,3
4,81
4,177
4,273
4,82
4,279
4,142
4,222
3,147
3,126
3,206
3,16
4,181
4,390
4,132
4,133
4,144
4,327
4,91
4,333
4,77
4,23
4,71
4,365
4,283
4,98
4,84
4,296
4,202
4,294
4,86
4,229
4,185
4,306
4,268
4,108
4,38
4,409
4,70
4,201
4,177
4,47
4,59
4,33
4,87
4,252
4,190
4,391
4,302
4,13
4,165
4,416
3,376
3,227
3,425
3,93
4,328
4,109
4,215
4,311
4,350
4,246
4,101
4,167
4,274
4,218
4,41
4,191
4,205
4,2
4,4
4,278
4,131
4,260
4,77
4,292
4,323
4,405
4,242
4,326
4,270
4,333
4,387
4,173
4,221
4,207
4,94
4,238
4,360
4,175
4,407
4,314
4,160
4,324
4,124
4,122
3,203
3,287
3,393
3,52
4,366
4,374
4,272
4,364
4,198
4,415
4,318
4,409
4,275
4,118
4,14
4,213
4,108
4,166
4,382
4,55
4,117
4,306
4,294
4,179
4,21
4,200
4,398
4,225
4,392
4,223
4,83
4,220
4,143
4,303
4,120
4,48
4,164
4,134
4,32
4,106
4,111
4,34
4,353
4,285
3,337
3,265
3,46
3,162
4,172
4,180
4,43
4,19
4,39
4,7
4,57
4,183
4,100
4,397
4,304
4,154
4,26
4,262
4,28
4,18
4,230
4,406
4,401
4,65
4,11
4,388
4,269
4,22
4,169
4,217
4,152
4,31
4,188
4,320
4,312
4,103
4,199
4,159
4,231
4,355
4,297
4,336
4,27
4,404
3,61
3,67
3,394
3,228
2,60
2,290
2,345
2,17
4,346
4,224
4,121
4,289
4,253
4,414
4,314
4,340
4,219
4,204
4,332
4,331
4,344
4,95
4,174
4,195
4,25
4,226
4,24
4,234
4,386
4,8
4,149
4,49
4,403
4,270
4,385
4,277
4,216
4,50
4,154
4,375
3,383
3,186
3,156
3,15
