4,137
4,264
4,195
4,66
4,376
4,254
4,81
4,186
4,205
4,351
4,199
4,378
4,377
4,293
4,167
4,86
4,135
4,154
4,182
4,23
4,179
4,4
4,19
4,252
4,245
4,69
4,284
4,136
4,215
4,115
4,114
4,143
4,283
4,153
4,220
4,303
4,347
4,374
4,40
4,177
3,177
3,232
3,275
3,370
4,302
4,138
4,63
4,21
4,90
4,266
4,326
4,261
4,271
4,276
4,183
4,307
4,238
4,321
4,11
4,363
4,176
4,85
4,93
4,227
4,334
4,101
4,95
4,350
4,371
4,17
4,239
4,338
4,21
4,47
4,46
4,353
4,74
4,363
4,24
4,42
4,22
4,34
4,165
4,161
3,37
3,25
3,332
3,269
4,145
4,156
4,325
4,314
4,41
4,104
4,272
4,208
4,279
4,340
4,97
4,71
4,247
4,248
4,222
4,259
4,82
4,15
4,146
4,304
4,112
4,68
4,230
4,256
4,323
4,240
4,173
4,372
4,222
4,141
4,258
4,133
4,136
4,240
4,36
4,237
4,344
4,296
4,369
4,329
3,369
3,139
3,302
3,110
4,184
4,32
4,56
4,270
4,352
4,128
4,157
4,354
4,80
4,81
4,99
4,244
4,316
4,2
4,295
4,148
4,380
4,260
4,194
4,313
4,292
4,175
4,342
4,190
4,331
4,308
4,160
4,315
4,381
4,319
4,64
4,299
4,374
4,1
4,35
4,368
4,49
4,119
4,300
4,233
3,238
3,141
3,80
3,379
4,169
4,201
4,364
4,258
4,10
4,95
4,275
4,263
4,96
4,181
4,361
4,257
4,221
4,311
4,82
4,319
4,274
4,50
4,294
4,172
4,48
4,89
4,273
4,311
4,234
4,365
4,142
4,345
4,52
4,79
4,318
4,309
4,31
4,169
4,199
4,218
4,322
4,362
4,39
4,190
3,87
3,231
3,67
3,285
4,44
4,223
4,298
4,108
4,50
4,229
4,122
4,55
4,149
4,150
4,6
4,211
4,192
4,27
4,26
4,213
4,43
4,255
4,122
4,184
4,291
4,239
4,226
4,45
4,335
4,84
4,200
4,331
4,217
4,109
4,123
4,31
4,237
4,214
4,20
4,91
4,197
4,236
4,174
4,209
3,39
3,346
3,359
3,333
4,251
4,140
4,116
4,30
4,149
4,354
4,152
4,300
4,106
4,351
4,92
4,157
4,350
4,45
4,162
4,282
4,168
4,59
4,73
4,343
4,384
4,14
4,196
4,139
4,53
4,135
4,243
4,134
4,12
4,220
4,7
4,173
4,249
4,360
4,267
4,147
4,294
4,322
4,228
4,297
3,105
3,62
3,61
3,204
4,83
4,154
4,210
4,356
4,217
4,77
4,262
4,3
4,268
4,355
4,54
4,366
4,349
4,225
4,29
4,159
4,171
4,128
4,326
4,235
4,170
4,287
4,373
4,124
4,112
4,25
4,34
4,121
4,273
4,320
4,166
4,288
4,314
4,6
4,189
4,257
4,140
4,333
4,277
4,125
3,110
3,58
3,230
3,117
4,321
4,328
4,72
4,229
4,208
4,212
4,57
4,5
4,172
4,186
4,100
4,206
4,266
4,250
4,185
4,180
4,129
4,278
4,56
4,219
4,357
4,48
4,198
4,68
4,144
4,320
4,286
4,242
4,16
4,97
4,51
4,38
4,102
4,155
4,324
4,290
4,358
4,33
4,253
4,20
3,18
3,156
3,65
3,75
4,382
4,306
4,291
4,328
4,348
4,132
4,123
4,90
4,15
4,13
4,103
4,193
4,127
4,228
4,108
4,77
4,28
4,201
4,111
4,1
4,207
4,246
4,202
4,301
4,130
4,336
4,153
4,306
4,8
4,188
4,9
4,312
4,270
4,158
4,60
4,383
4,118
4,70
4,289
4,367
3,121
3,224
3,107
3,339
2,216
2,151
2,187
2,330
4,310
4,113
4,305
4,280
4,88
4,163
4,233
4,358
4,327
4,337
4,191
4,265
4,76
4,49
4,203
4,146
4,206
4,11
4,94
4,178
4,255
4,78
4,126
4,375
4,317
4,164
4,131
4,120
4,127
4,241
4,373
4,67
3,281
3,341
3,253
3,98
